transaction_id,transaction_date,transaction_time,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
1,2019-04-18,07:42:52,1,1,47,2,6.0,3.0,N
1,2019-04-21,08:35:24,1,1,48,2,5.0,2.5,N
1,2019-04-07,08:46:29,1,1,51,1,3.0,3.0,N
1,2019-04-12,08:35:19,1,1,51,1,3.0,3.0,N
1,2019-04-26,06:45:16,1,1,51,2,6.0,3.0,N
1,2019-04-10,10:18:16,1,1,52,2,5.0,2.5,N
1,2019-04-20,10:54:46,1,1,55,1,4.0,4.0,N
1,2019-04-05,17:27:40,1,1,56,1,2.55,2.55,N
1,2019-04-28,07:41:44,1,1,56,2,5.1,2.55,N
1,2019-04-13,08:05:12,1,1,57,2,6.2,3.1,N
1,2019-04-03,15:55:36,1,1,58,1,3.5,3.5,N
1,2019-04-12,10:13:54,1,1,59,2,9.0,4.5,N
1,2019-04-13,07:28:25,1,1,61,2,9.5,4.75,N
1,2019-04-13,10:00:38,1,2,63,1,0.8,0.8,N
1,2019-04-20,10:44:51,1,2,63,1,0.8,0.8,N
1,2019-04-23,06:47:13,1,2,64,2,1.6,0.8,N
1,2019-04-03,13:26:51,1,5,70,1,3.25,3.25,N
1,2019-04-05,17:27:40,1,5,70,1,3.25,3.25,N
1,2019-04-27,07:03:03,1,2,72,1,2.65,2.65,Y
1,2019-04-10,09:22:57,1,5,73,1,3.75,3.75,N
1,2019-04-07,08:46:29,1,4,69,1,3.25,3.25,N
1,2019-04-08,08:06:29,1,3,77,1,3.0,3.0,N
1,2019-04-11,08:54,1,5,77,1,3.0,3.0,N
1,2019-04-21,08:35:24,9,1,81,1,28.0,28.0,N
1,2019-04-11,10:12:12,9,1,83,1,14.0,14.0,N
1,2019-04-27,07:03:03,1,1,87,1,2.1,2.1,Y
1,2019-04-29,08:48:11,1,1,87,2,4.2,2.1,Y
2,2019-04-18,07:13:45,1,1,23,2,5.0,2.5,N
2,2019-04-09,09:30:01,1,1,24,2,6.0,3.0,N
2,2019-04-14,08:22:45,1,1,24,1,3.0,3.0,N
2,2019-04-06,15:30:41,1,1,25,2,4.4,2.2,N
2,2019-04-07,10:04:24,1,1,25,1,2.2,2.2,N
2,2019-04-11,07:18:01,1,1,25,1,2.2,2.2,N
2,2019-04-21,10:58:42,1,1,26,1,3.0,3.0,N
2,2019-04-14,09:25:47,1,1,29,1,2.5,2.5,N
2,2019-04-21,09:25:47,1,1,29,1,2.5,2.5,N
2,2019-04-21,10:12:59,1,1,30,2,6.0,3.0,N
2,2019-04-13,08:40:48,1,1,32,1,3.0,3.0,N
2,2019-04-23,11:06:39,1,1,33,2,7.0,3.5,N
2,2019-04-11,09:57:08,1,1,35,2,6.2,3.1,N
2,2019-04-14,08:07:43,1,1,35,2,6.2,3.1,N
2,2019-04-07,09:10:46,1,1,36,1,3.75,3.75,N
2,2019-04-22,08:42:53,1,1,36,1,3.75,3.75,N
2,2019-04-08,07:12:48,1,1,38,1,3.75,3.75,N
2,2019-04-07,09:48:22,1,1,39,2,8.5,4.25,N
2,2019-04-13,10:53:15,1,1,39,1,4.25,4.25,N
2,2019-04-20,08:25:09,1,1,40,1,3.75,3.75,N
2,2019-04-01,09:05:11,1,1,42,1,2.5,2.5,N
2,2019-04-10,08:53:08,1,1,42,2,5.0,2.5,N
2,2019-04-09,08:17:11,1,1,44,1,2.5,2.5,N
2,2019-04-10,08:32:04,1,1,44,2,5.0,2.5,N
2,2019-04-27,07:33:47,1,1,44,3,7.5,2.5,N
2,2019-04-08,10:42:48,1,1,45,1,3.0,3.0,N
2,2019-04-08,10:42:48,2,2,46,1,2.5,2.5,N
2,2019-04-12,06:42:12,1,1,47,2,6.0,3.0,N
2,2019-04-01,15:25:09,1,1,50,2,5.0,2.5,N
2,2019-04-09,10:20:48,1,1,50,1,2.5,2.5,N
2,2019-04-27,09:23:51,1,1,50,2,5.0,2.5,N
2,2019-04-08,09:36:28,1,1,52,1,2.5,2.5,N
2,2019-04-11,09:00:34,1,1,52,1,2.5,2.5,N
2,2019-04-28,16:20:46,1,1,52,2,5.0,2.5,N
2,2019-04-03,18:51:56,1,1,53,2,6.0,3.0,N
2,2019-04-08,10:42:48,3,3,54,1,2.5,2.5,N
2,2019-04-15,10:34:45,1,1,54,2,5.0,2.5,N
2,2019-04-19,08:05:32,1,1,54,3,7.5,2.5,N
2,2019-04-10,08:50:06,1,1,55,1,4.0,4.0,N
2,2019-04-13,10:12:20,1,1,55,1,4.0,4.0,N
2,2019-04-27,11:50:43,1,1,55,2,8.0,4.0,N
2,2019-04-12,08:31:28,1,1,57,1,3.1,3.1,N
2,2019-04-12,09:04:17,1,1,58,1,3.5,3.5,N
2,2019-04-29,12:53:18,1,1,60,1,3.75,3.75,N
2,2019-04-08,07:12:48,1,2,63,2,1.6,0.8,N
2,2019-04-13,10:53:15,1,2,65,1,0.8,0.8,N
2,2019-04-21,10:58:42,1,5,71,1,3.75,3.75,N
2,2019-04-14,08:07:43,1,5,73,1,3.75,3.75,N
2,2019-04-20,08:25:09,1,5,74,1,3.5,3.5,N
2,2019-04-11,09:00:34,1,5,69,1,3.25,3.25,N
2,2019-04-13,08:40:48,1,5,69,1,3.25,3.25,N
2,2019-04-13,10:53:15,1,6,79,1,3.75,3.75,N
2,2019-04-14,09:25:47,1,5,79,1,3.75,3.75,N
2,2019-04-21,09:25:47,1,5,79,1,3.75,3.75,N
3,2019-04-11,10:29:56,7,1,1,1,18.0,18.0,N
3,2019-04-12,09:11:54,7,1,7,1,19.75,19.75,N
3,2019-04-12,09:05:01,7,1,8,1,45.0,45.0,N
3,2019-04-04,18:48:10,1,1,22,1,2.0,2.0,N
3,2019-04-07,08:57:59,1,1,22,2,4.0,2.0,N
3,2019-04-28,12:59:15,1,1,22,2,4.0,2.0,N
3,2019-04-10,10:22:41,1,1,24,2,6.0,3.0,N
3,2019-04-21,09:02:56,1,1,27,2,7.0,3.5,N
3,2019-04-21,09:17:26,1,1,27,2,7.0,3.5,N
3,2019-04-13,07:59:31,1,1,34,1,2.45,2.45,N
3,2019-04-13,10:53:41,1,1,37,2,6.0,3.0,N
3,2019-04-22,09:24:16,1,1,37,1,3.0,3.0,N
3,2019-04-10,07:07:32,1,1,39,2,8.5,4.25,N
3,2019-04-14,10:40:59,1,1,39,1,4.25,4.25,N
3,2019-04-25,08:38:09,1,1,40,1,3.75,3.75,N
3,2019-04-07,09:54:34,1,1,41,2,8.5,4.25,N
3,2019-04-08,08:31:13,1,1,41,1,4.25,4.25,N
3,2019-04-09,11:09:44,1,1,41,2,8.5,4.25,N
3,2019-04-13,10:38:38,1,1,42,1,2.5,2.5,N
3,2019-04-27,10:01:49,1,1,43,2,6.0,3.0,N
3,2019-04-14,08:49:17,1,1,44,1,2.5,2.5,N
3,2019-04-10,07:32:13,1,1,45,2,6.0,3.0,N
3,2019-04-06,18:31:14,1,1,47,2,6.0,3.0,N
3,2019-04-08,10:46:05,1,1,47,2,6.0,3.0,N
3,2019-04-14,10:55:43,1,1,47,1,3.0,3.0,N
3,2019-04-21,10:55:43,1,1,47,1,3.0,3.0,N
3,2019-04-20,08:36:03,1,1,48,1,2.5,2.5,N
3,2019-04-05,17:16:50,1,1,49,2,6.0,3.0,N
3,2019-04-11,10:29:56,1,1,49,2,6.0,3.0,N
3,2019-04-29,19:21:22,1,1,50,1,2.5,2.5,N
3,2019-04-11,10:55:32,1,1,51,1,3.0,3.0,N
3,2019-04-03,16:43:22,1,1,54,1,2.5,2.5,N
3,2019-04-09,09:50:15,1,1,54,1,2.5,2.5,N
3,2019-04-27,09:54:29,1,1,54,3,7.5,2.5,N
3,2019-04-07,17:11:59,1,1,55,2,8.0,4.0,N
3,2019-04-11,07:33:46,1,1,56,1,2.55,2.55,N
3,2019-04-12,08:33:11,1,1,56,1,2.55,2.55,N
3,2019-04-12,09:05:01,1,1,57,1,3.1,3.1,N
3,2019-04-09,08:15:34,1,1,59,1,4.5,4.5,N
3,2019-04-15,07:21:29,1,1,59,2,9.0,4.5,N
3,2019-04-08,06:43:03,1,1,60,1,3.75,3.75,N
3,2019-04-17,08:19:09,1,1,60,2,7.5,3.75,N
3,2019-04-18,10:29:40,1,1,60,2,7.5,3.75,N
3,2019-04-08,08:31:13,2,2,63,1,0.8,0.8,N
3,2019-04-10,07:07:32,1,2,63,2,1.6,0.8,N
3,2019-04-25,08:38:09,1,2,63,1,0.8,0.8,N
3,2019-04-08,08:31:13,1,2,64,2,1.6,0.8,N
3,2019-04-09,11:09:44,1,2,64,2,1.6,0.8,N
3,2019-04-22,09:24:16,1,2,64,2,1.6,0.8,N
3,2019-04-07,09:54:34,1,2,65,2,1.6,0.8,N
3,2019-04-13,10:53:41,1,2,65,1,0.8,0.8,N
3,2019-04-14,08:49:17,1,5,75,1,3.5,3.5,N
3,2019-04-09,08:15:34,1,2,70,1,3.25,3.25,N
3,2019-04-21,09:02:56,1,5,71,1,3.75,3.75,N
3,2019-04-08,08:31:13,2,3,72,1,3.25,3.25,N
3,2019-04-12,08:33:11,1,5,76,1,3.5,3.5,N
3,2019-04-20,08:36:03,1,5,78,1,4.5,4.5,N
3,2019-04-14,10:40:59,1,2,84,2,1.6,0.8,N
3,2019-04-29,16:33:19,1,1,87,1,3.0,3.0,N
4,2019-04-11,09:10:48,7,1,9,1,22.5,22.5,N
4,2019-04-08,07:22:14,1,6,21,1,13.33,13.33,N
4,2019-04-22,07:19:18,1,1,22,1,2.0,2.0,N
4,2019-04-29,09:29:41,1,1,22,2,4.0,2.0,N
4,2019-04-12,10:44:55,1,1,23,2,5.0,2.5,N
4,2019-04-09,10:09:44,1,1,24,1,3.0,3.0,N
4,2019-04-11,07:29:28,1,1,27,2,7.0,3.5,N
4,2019-04-14,10:13:34,1,1,29,2,5.0,2.5,N
4,2019-04-21,10:13:34,1,1,29,2,5.0,2.5,N
4,2019-04-12,07:07:25,1,1,30,2,6.0,3.0,N
4,2019-04-10,10:24:17,1,1,31,2,4.4,2.2,N
4,2019-04-21,08:35:08,1,1,31,2,4.4,2.2,N
4,2019-04-06,14:13:48,1,1,32,2,6.0,3.0,N
4,2019-04-07,08:08:47,1,1,32,2,6.0,3.0,N
4,2019-04-21,07:00:14,1,1,32,1,3.0,3.0,N
4,2019-04-07,10:26:52,1,1,33,1,3.5,3.5,N
4,2019-04-16,09:47:54,1,1,33,2,7.0,3.5,N
4,2019-04-03,17:49:43,1,1,35,1,3.1,3.1,N
4,2019-04-08,09:50:57,1,1,36,2,7.5,3.75,N
4,2019-04-11,07:05:20,1,1,38,1,3.75,3.75,N
4,2019-04-15,06:55:21,1,1,39,2,8.5,4.25,N
4,2019-04-05,15:01:55,1,1,40,2,7.5,3.75,N
4,2019-04-20,10:07:05,1,1,41,1,4.25,4.25,N
4,2019-04-29,09:09:32,1,1,41,2,8.5,4.25,N
4,2019-04-07,11:02:23,1,1,42,1,2.5,2.5,N
4,2019-04-08,06:38:15,1,1,42,2,5.0,2.5,N
4,2019-04-13,08:46:30,1,1,42,2,5.0,2.5,N
4,2019-04-28,17:51:20,1,1,42,1,2.5,2.5,N
4,2019-04-10,06:38:38,1,1,43,1,3.0,3.0,N
4,2019-04-11,09:10:48,1,1,45,1,3.0,3.0,N
4,2019-04-13,10:53:55,1,1,46,2,5.0,2.5,N
4,2019-04-24,10:05:39,1,1,47,1,3.0,3.0,N
4,2019-04-14,09:20:01,1,1,48,2,5.0,2.5,N
4,2019-04-27,07:08:07,1,1,48,1,2.5,2.5,N
4,2019-04-08,07:22:14,1,1,50,1,2.5,2.5,N
4,2019-04-03,10:06:47,1,1,51,1,3.0,3.0,N
4,2019-04-09,08:18:49,1,1,53,2,6.0,3.0,N
4,2019-04-27,09:47:51,1,1,56,1,2.55,2.55,N
4,2019-04-13,08:01:47,1,1,57,2,6.2,3.1,N
4,2019-04-10,08:52:33,1,1,58,2,7.0,3.5,N
4,2019-04-18,08:57:02,1,1,58,1,3.5,3.5,N
4,2019-04-09,08:02:30,1,1,59,1,4.5,4.5,N
4,2019-04-14,07:50:54,1,1,61,1,4.75,4.75,N
4,2019-04-11,07:05:20,1,2,63,1,0.8,0.8,N
4,2019-04-15,06:55:21,1,2,64,2,1.6,0.8,N
4,2019-04-12,10:44:55,1,5,75,1,3.5,3.5,N
4,2019-04-13,08:46:30,1,5,73,1,3.75,3.75,N
4,2019-04-13,10:53:55,1,5,69,1,3.25,3.25,N
4,2019-04-29,09:09:32,1,5,76,1,3.5,3.5,N
4,2019-04-28,17:51:20,1,5,78,1,4.5,4.5,N
4,2019-04-10,10:24:17,9,1,81,1,28.0,28.0,N
4,2019-04-09,08:02:30,9,9,83,1,14.0,14.0,N
4,2019-04-20,10:07:05,1,2,84,2,1.6,0.8,N
4,2019-04-12,10:14:58,1,1,87,2,6.0,3.0,N
5,2019-04-07,09:59:06,9,9,9,1,28.0,28.0,N
5,2019-04-08,07:53:28,1,1,24,1,3.0,3.0,N
5,2019-04-12,09:06:45,1,1,24,2,6.0,3.0,N
5,2019-04-16,07:15:36,1,1,26,2,6.0,3.0,N
5,2019-04-20,08:43:27,1,1,28,2,4.0,2.0,N
5,2019-04-11,07:21:20,1,1,29,1,2.5,2.5,N
5,2019-04-08,09:53:08,1,1,31,2,4.4,2.2,N
5,2019-04-14,10:35:27,1,1,31,1,2.2,2.2,N
5,2019-04-03,18:14:16,1,1,32,1,3.0,3.0,N
5,2019-04-07,15:57:16,1,1,32,2,6.0,3.0,N
5,2019-04-20,09:30:49,1,1,33,1,3.5,3.5,N
5,2019-04-27,08:22:25,1,1,33,3,10.5,3.5,N
5,2019-04-09,09:57:30,1,1,35,1,3.1,3.1,N
5,2019-04-10,10:04:11,1,1,35,2,6.2,3.1,N
5,2019-04-13,08:39:31,1,1,38,1,3.75,3.75,N
5,2019-04-14,10:27:47,1,1,38,2,7.5,3.75,N
5,2019-04-11,09:24:14,1,1,40,2,7.5,3.75,N
5,2019-04-22,09:42:54,1,1,40,2,7.5,3.75,N
5,2019-04-06,12:45:25,1,1,42,1,2.5,2.5,N
5,2019-04-07,09:59:06,1,1,42,1,2.5,2.5,N
5,2019-04-11,07:16,1,1,45,1,3.0,3.0,N
5,2019-04-02,08:30:52,1,1,47,2,6.0,3.0,N
5,2019-04-12,10:47:50,1,1,49,2,6.0,3.0,N
5,2019-04-09,08:38:21,1,1,50,1,2.5,2.5,N
5,2019-04-18,10:26:56,1,1,50,2,5.0,2.5,N
5,2019-04-14,08:24:42,1,1,52,1,2.5,2.5,N
5,2019-04-21,08:24:42,1,1,52,1,2.5,2.5,N
5,2019-04-07,09:55:17,1,1,53,1,3.0,3.0,N
5,2019-04-23,08:23:17,1,1,53,2,6.0,3.0,N
5,2019-04-08,08:10:25,1,1,54,2,5.0,2.5,N
5,2019-04-10,07:56:44,1,1,54,2,5.0,2.5,N
5,2019-04-27,08:13,1,1,54,2,5.0,2.5,N
5,2019-04-12,06:35:32,1,1,56,2,5.1,2.55,N
5,2019-04-01,10:38:16,1,1,57,1,3.1,3.1,N
5,2019-04-08,08:10:25,2,2,57,1,3.1,3.1,N
5,2019-04-10,06:35:29,1,1,57,2,6.2,3.1,N
5,2019-04-13,07:41:03,1,1,57,1,3.1,3.1,N
5,2019-04-20,09:49:41,1,1,57,1,3.1,3.1,N
5,2019-04-09,08:08:13,1,1,60,2,7.5,3.75,N
5,2019-04-13,10:45:36,1,1,60,1,3.75,3.75,N
5,2019-04-22,09:15:31,1,1,61,3,14.25,4.75,N
5,2019-04-11,09:24:14,1,2,64,1,0.8,0.8,N
5,2019-04-10,07:56:44,1,5,75,1,3.5,3.5,N
5,2019-04-14,10:27:47,1,5,70,1,3.25,3.25,N
5,2019-04-11,07:16,1,5,71,1,3.75,3.75,N
5,2019-04-20,09:30:49,1,5,71,1,3.75,3.75,N
5,2019-04-08,09:53:08,1,3,72,1,3.25,3.25,N
5,2019-04-15,06:47:12,1,5,72,2,6.5,3.25,Y
5,2019-04-07,09:59:06,5,1,73,1,3.75,3.75,N
5,2019-04-01,10:38:16,1,5,69,1,3.25,3.25,N
5,2019-04-02,08:30:52,1,5,69,1,3.25,3.25,N
5,2019-04-09,08:08:13,1,2,76,2,7.0,3.5,N
5,2019-04-07,15:57:16,1,5,77,1,3.0,3.0,N
5,2019-04-27,08:22:25,1,5,78,1,4.5,4.5,N
5,2019-04-13,08:39:31,1,6,79,1,3.75,3.75,N
5,2019-04-14,08:24:42,9,9,81,1,28.0,28.0,N
5,2019-04-21,08:24:42,9,9,81,1,28.0,28.0,N
5,2019-04-11,07:21:20,9,1,83,1,14.0,14.0,N
5,2019-04-14,10:27:47,1,2,84,2,1.6,0.8,N
5,2019-04-15,06:47:12,1,4,87,2,4.2,2.1,Y
5,2019-04-28,12:14:10,1,1,87,1,3.0,3.0,N
5,2019-04-28,15:03:48,1,1,87,1,2.1,2.1,Y
6,2019-04-07,07:30:22,1,1,23,2,5.0,2.5,N
6,2019-04-10,10:14:11,1,1,23,1,2.5,2.5,N
6,2019-04-11,10:54:04,1,1,23,1,2.5,2.5,N
6,2019-04-21,07:06:41,1,1,23,1,2.5,2.5,N
6,2019-04-29,11:37:03,1,1,24,1,3.0,3.0,N
6,2019-04-29,15:56:15,1,1,25,2,4.4,2.2,N
6,2019-04-27,08:24:58,1,1,26,1,3.0,3.0,N
6,2019-04-20,09:38:31,1,1,28,1,2.0,2.0,N
6,2019-04-22,17:46:43,1,1,28,1,2.0,2.0,N
6,2019-04-10,09:45:52,1,1,30,1,3.0,3.0,N
6,2019-04-12,09:04:35,1,1,31,1,2.2,2.2,N
6,2019-04-13,10:40:55,1,1,31,2,4.4,2.2,N
6,2019-04-06,17:57:26,1,1,32,1,3.0,3.0,N
6,2019-04-19,09:22:36,1,1,33,1,3.5,3.5,N
6,2019-04-08,07:53:11,1,1,34,2,4.9,2.45,N
6,2019-04-12,07:51:36,1,1,36,2,7.5,3.75,N
6,2019-04-05,12:35:25,1,1,37,2,6.0,3.0,N
6,2019-04-14,10:52:06,1,1,37,1,3.0,3.0,N
6,2019-04-08,11:25:34,1,1,38,1,3.75,3.75,N
6,2019-04-07,08:48:20,1,1,40,2,7.5,3.75,N
6,2019-04-14,09:28:26,1,1,40,2,7.5,3.75,N
6,2019-04-16,06:57:42,1,1,40,2,7.5,3.75,N
6,2019-04-18,08:29:18,1,1,40,2,7.5,3.75,N
6,2019-04-12,09:14:52,1,1,42,2,5.0,2.5,N
6,2019-04-07,10:28:43,1,1,43,2,6.0,3.0,N
6,2019-04-13,07:39:57,1,1,46,2,5.0,2.5,N
6,2019-04-05,18:05:39,1,1,48,1,2.5,2.5,N
6,2019-04-14,10:57:34,1,1,48,2,5.0,2.5,N
6,2019-04-21,10:57:34,1,1,48,2,5.0,2.5,N
6,2019-04-27,08:00:38,1,1,50,1,2.5,2.5,N
6,2019-04-09,11:08:34,1,1,51,2,6.0,3.0,N
6,2019-04-11,06:46:30,1,1,52,1,2.5,2.5,N
6,2019-04-13,08:14:26,1,1,52,2,5.0,2.5,N
6,2019-04-08,07:16:46,1,1,53,1,3.0,3.0,N
6,2019-04-25,09:11:35,1,1,53,1,3.0,3.0,N
6,2019-04-26,07:17:02,1,1,53,1,3.0,3.0,N
6,2019-04-01,08:57:46,1,1,54,1,2.5,2.5,N
6,2019-04-10,07:29:06,1,1,56,1,2.55,2.55,N
6,2019-04-09,10:52,1,1,57,1,3.1,3.1,N
6,2019-04-11,07:15:50,1,1,58,1,3.5,3.5,N
6,2019-04-20,07:38:54,1,1,58,1,3.5,3.5,N
6,2019-04-09,10:35:15,1,1,61,2,9.5,4.75,N
6,2019-04-16,06:57:42,1,2,63,1,0.8,0.8,N
6,2019-04-07,08:48:20,1,2,65,2,1.6,0.8,N
6,2019-04-12,09:14:52,1,6,75,1,3.5,3.5,N
6,2019-04-26,07:17:02,1,5,70,1,3.25,3.25,N
6,2019-04-10,07:29:06,1,5,71,1,3.75,3.75,N
6,2019-04-06,17:57:26,1,5,73,1,3.75,3.75,N
6,2019-04-05,18:05:39,1,5,69,1,3.25,3.25,N
6,2019-04-08,07:53:11,1,3,69,1,3.25,3.25,N
6,2019-04-19,09:22:36,1,5,69,1,3.25,3.25,N
6,2019-04-16,06:57:42,1,5,77,1,3.0,3.0,N
6,2019-04-20,09:38:31,1,5,78,1,4.5,4.5,N
6,2019-04-10,10:14:11,1,5,79,1,3.75,3.75,N
6,2019-04-14,10:52:06,1,2,84,1,0.8,0.8,N
6,2019-04-14,09:28:26,1,2,84,1,0.8,0.8,N
7,2019-04-14,09:17:10,1,1,22,1,2.0,2.0,N
7,2019-04-13,07:14:20,1,1,23,2,5.0,2.5,N
7,2019-04-27,08:22:55,1,1,26,1,3.0,3.0,N
7,2019-04-10,07:04:14,1,1,27,1,3.5,3.5,N
7,2019-04-11,09:43:35,1,1,27,1,3.5,3.5,N
7,2019-04-12,07:48:55,1,1,27,2,7.0,3.5,N
7,2019-04-09,09:18:18,1,1,28,1,2.0,2.0,N
7,2019-04-12,10:51:43,1,1,28,2,4.0,2.0,N
7,2019-04-13,10:06:43,1,1,28,1,2.0,2.0,N
7,2019-04-13,09:55:03,1,1,28,2,4.0,2.0,N
7,2019-04-14,08:41:31,1,1,28,2,4.0,2.0,N
7,2019-04-20,08:39:51,1,1,29,1,2.5,2.5,N
7,2019-04-06,12:38:33,1,1,30,2,6.0,3.0,N
7,2019-04-07,10:27:36,1,1,31,1,2.2,2.2,N
7,2019-04-20,08:30:10,1,1,31,2,4.4,2.2,N
7,2019-04-28,14:21:10,1,1,31,2,4.4,2.2,N
7,2019-04-07,17:17:49,1,1,35,2,6.2,3.1,N
7,2019-04-12,10:21:12,1,1,37,2,6.0,3.0,N
7,2019-04-26,15:51:23,1,1,38,2,7.5,3.75,N
7,2019-04-27,07:17:16,1,1,38,3,11.25,3.75,N
7,2019-04-07,08:35:35,1,1,39,2,8.5,4.25,N
7,2019-04-28,16:40:13,1,1,40,2,7.5,3.75,N
7,2019-04-11,07:54:58,1,1,42,1,2.5,2.5,N
7,2019-04-08,09:32:15,2,1,44,1,2.5,2.5,N
7,2019-04-16,09:57:43,1,1,44,2,5.0,2.5,N
7,2019-04-08,07:51:49,1,1,46,2,5.0,2.5,N
7,2019-04-18,09:09:52,1,1,46,1,2.5,2.5,N
7,2019-04-23,10:37:02,1,1,47,3,9.0,3.0,N
7,2019-04-09,09:40:18,1,1,48,2,5.0,2.5,N
7,2019-04-10,08:18:43,1,1,48,2,5.0,2.5,N
7,2019-04-10,06:30:39,1,1,50,2,5.0,2.5,N
7,2019-04-14,08:17:31,1,1,50,1,2.5,2.5,N
7,2019-04-21,08:17:31,1,1,50,1,2.5,2.5,N
7,2019-04-02,15:06:52,1,1,51,2,6.0,3.0,N
7,2019-04-08,10:32:28,1,1,51,2,6.0,3.0,N
7,2019-04-01,12:04:43,1,1,52,1,2.5,2.5,N
7,2019-04-15,08:45:30,1,1,53,2,6.0,3.0,N
7,2019-04-21,10:53:03,1,1,54,2,5.0,2.5,N
7,2019-04-26,08:57:50,1,1,55,1,4.0,4.0,N
7,2019-04-06,15:37:42,1,1,57,2,6.2,3.1,N
7,2019-04-09,09:45:02,1,1,59,1,4.5,4.5,N
7,2019-04-11,10:19:16,1,1,59,1,4.5,4.5,N
7,2019-04-27,07:17:16,1,2,63,1,0.8,0.8,N
7,2019-04-02,15:06:52,1,5,75,1,3.5,3.5,N
7,2019-04-11,10:19:16,1,5,70,1,3.25,3.25,N
7,2019-04-26,15:51:23,1,5,70,1,3.25,3.25,N
7,2019-04-15,08:45:30,1,5,72,1,3.25,3.25,N
7,2019-04-13,07:14:20,1,5,73,1,3.75,3.75,N
7,2019-04-14,09:17:10,1,5,74,1,3.5,3.5,N
7,2019-04-07,08:35:35,5,1,77,1,3.0,3.0,N
7,2019-04-20,08:30:10,1,5,79,1,3.75,3.75,N
7,2019-04-27,07:17:16,9,1,81,1,28.0,28.0,N
7,2019-04-07,08:35:35,1,2,84,2,1.6,0.8,N
7,2019-04-12,10:21:12,1,2,84,2,1.6,0.8,N
8,2019-04-07,10:49:08,6,1,4,1,20.45,20.45,N
8,2019-04-12,09:02:14,7,1,8,1,45.0,45.0,N
8,2019-04-11,09:52:32,1,1,22,1,2.0,2.0,N
8,2019-04-07,10:49:08,1,1,23,1,2.5,2.5,N
8,2019-04-09,07:01:39,1,1,23,2,5.0,2.5,N
8,2019-04-12,08:39:52,1,1,23,2,5.0,2.5,N
8,2019-04-22,16:53:25,1,1,24,1,3.0,3.0,N
8,2019-04-10,10:53:46,1,1,25,1,2.2,2.2,N
8,2019-04-19,07:50:20,1,1,26,2,6.0,3.0,N
8,2019-04-13,09:32:38,1,1,27,2,7.0,3.5,N
8,2019-04-07,14:06:23,1,1,30,1,3.0,3.0,N
8,2019-04-12,09:02:14,1,1,30,1,3.0,3.0,N
8,2019-04-29,16:51:51,1,1,31,2,4.4,2.2,N
8,2019-04-20,08:40:25,1,1,33,1,3.5,3.5,N
8,2019-04-03,19:10:47,1,1,34,2,4.9,2.45,N
8,2019-04-06,18:13:51,1,1,34,2,4.9,2.45,N
8,2019-04-13,08:18:40,1,1,35,2,6.2,3.1,N
8,2019-04-16,09:52:23,1,1,36,1,3.75,3.75,N
8,2019-04-10,10:28:24,1,1,37,1,3.0,3.0,N
8,2019-04-04,11:23:32,1,1,39,2,8.5,4.25,N
8,2019-04-22,09:02:12,1,1,39,3,12.75,4.25,N
8,2019-04-13,08:58:46,1,1,41,1,4.25,4.25,N
8,2019-04-29,16:44:47,1,1,42,2,5.0,2.5,N
8,2019-04-09,10:48:14,1,1,43,1,3.0,3.0,N
8,2019-04-05,19:51:09,1,1,45,1,3.0,3.0,N
