transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn
6,2019-04-25,09:11:35,5,12,5557,Y
6,2019-04-07,10:28:43,5,29,5563,Y
6,2019-04-10,07:29:06,5,30,5563,N
6,2019-04-08,11:25:34,8,42,8354,Y
6,2019-04-01,08:57:46,8,45,8398,N
7,2019-04-13,10:06:43,3,16,8,N
7,2019-04-07,17:17:49,3,16,105,Y
7,2019-04-20,08:39:51,3,16,142,Y
7,2019-04-11,09:43:35,3,20,254,N
7,2019-04-08,09:32:15,3,7,410,Y
7,2019-04-12,07:48:55,3,18,414,N
7,2019-04-01,12:04:43,3,12,558,N
7,2019-04-06,15:37:42,3,12,643,Y
7,2019-04-27,07:17:16,5,30,5244,N
7,2019-04-28,16:40:13,5,26,5625,Y
7,2019-04-11,07:54:58,5,26,5688,N
7,2019-04-12,10:51:43,5,28,5760,Y
7,2019-04-10,07:04:14,5,26,5769,Y
7,2019-04-02,15:06:52,5,12,5806,Y
7,2019-04-06,12:38:33,8,42,8085,N
7,2019-04-12,10:21:12,8,44,8135,Y
7,2019-04-16,09:57:43,8,42,8147,N
7,2019-04-10,06:30:39,8,41,8221,N
7,2019-04-11,10:19:16,8,44,8344,N
7,2019-04-28,14:21:10,8,42,8417,N
8,2019-04-07,14:06:23,3,14,131,Y
8,2019-04-10,10:53:46,3,18,208,N
8,2019-04-06,18:13:51,3,12,256,Y
8,2019-04-08,07:02:53,3,9,301,N
8,2019-04-09,07:10:13,3,9,451,N
8,2019-04-13,08:58:46,3,14,524,N
8,2019-04-05,19:51:09,3,17,539,N
8,2019-04-20,09:20:53,3,12,618,N
8,2019-04-07,10:26:18,5,14,5106,N
8,2019-04-11,08:19:01,5,30,5124,N
8,2019-04-29,16:44:47,5,30,5174,N
8,2019-04-10,06:52:01,5,26,5186,Y
8,2019-04-04,11:23:32,5,12,5334,Y
8,2019-04-27,09:25:23,5,12,5487,Y
8,2019-04-08,08:06:38,5,26,5565,Y
8,2019-04-13,09:32:38,5,30,5650,Y
8,2019-04-03,19:10:47,8,45,8144,N
8,2019-04-07,10:49:08,8,42,8295,N
8,2019-04-19,07:50:20,8,42,8484,Y
9,2019-04-09,10:52:04,3,9,58,Y
9,2019-04-08,08:54:36,3,7,76,Y
9,2019-04-11,07:59:28,3,18,106,Y
9,2019-04-07,07:06:49,3,14,224,Y
9,2019-04-05,11:21:55,3,17,530,Y
9,2019-04-06,18:02:34,3,17,674,N
9,2019-04-07,07:59:49,5,29,5040,Y
9,2019-04-27,10:40:25,5,26,5159,N
9,2019-04-28,16:15:30,5,30,5163,Y
9,2019-04-12,08:30:59,5,12,5608,Y
9,2019-04-11,10:34:34,5,26,5664,N
9,2019-04-01,09:22:18,5,12,5910,N
9,2019-04-27,10:59:01,8,45,8020,N
9,2019-04-12,09:51:58,8,42,8106,N
9,2019-04-10,07:20:32,8,41,8219,Y
9,2019-04-03,12:38:33,8,45,8450,N
10,2019-04-11,08:39:14,3,20,128,Y
10,2019-04-02,18:44:07,3,17,209,N
10,2019-04-14,10:34:21,3,18,214,Y
10,2019-04-21,10:34:21,3,18,214,Y
10,2019-04-07,09:40:18,3,14,418,N
10,2019-04-08,07:20:03,3,9,565,Y
10,2019-04-06,16:30:14,3,12,708,Y
10,2019-04-09,09:10:06,3,9,790,N
10,2019-04-12,09:14:29,3,20,798,Y
10,2019-04-29,08:20:29,5,26,5092,Y
10,2019-04-07,07:37:21,5,14,5256,Y
10,2019-04-10,09:42:15,5,30,5261,Y
10,2019-04-09,09:56:13,5,28,5316,N
10,2019-04-27,10:56:43,5,26,5691,N
10,2019-04-02,08:03:02,5,12,5699,Y
10,2019-04-08,08:22:29,5,25,5711,N
10,2019-04-12,08:22:19,5,12,5852,Y
10,2019-04-11,08:31:55,8,41,8037,N
10,2019-04-28,16:26:41,8,45,8052,Y
10,2019-04-03,08:55:24,8,45,8141,N
10,2019-04-13,09:21:56,8,42,8429,N
10,2019-04-10,11:04:04,8,44,8453,Y
11,2019-04-09,10:28:04,3,6,92,N
11,2019-04-06,15:22:02,3,17,141,N
11,2019-04-15,10:20:02,3,20,151,N
11,2019-04-19,10:20:02,3,20,151,N
11,2019-04-11,09:27:44,3,19,362,N
11,2019-04-08,09:54:30,3,7,440,N
11,2019-04-14,10:45:03,3,20,461,N
11,2019-04-21,10:45:03,3,20,461,N
11,2019-04-29,07:24:31,3,20,469,N
11,2019-04-10,07:05:07,3,20,520,Y
11,2019-04-07,09:55:28,3,14,589,N
11,2019-04-20,10:24:14,3,16,760,N
11,2019-04-01,15:54:39,3,17,781,N
11,2019-04-02,07:01:24,5,12,5088,N
11,2019-04-28,14:28:21,5,12,5303,Y
11,2019-04-07,09:27:50,5,14,5598,N
11,2019-04-20,07:30:01,5,12,5654,N
11,2019-04-13,08:08:49,5,30,5924,Y
11,2019-04-27,10:04:52,8,42,8002,N
11,2019-04-13,08:06:46,8,45,8045,N
11,2019-04-04,12:16:39,8,42,8149,Y
11,2019-04-08,11:14:19,8,43,8322,N
11,2019-04-11,06:49:49,8,41,8336,N
11,2019-04-20,08:22:22,8,42,8417,Y
12,2019-04-11,09:42:51,3,20,24,N
12,2019-04-14,09:06:04,3,18,86,N
12,2019-04-21,09:06:04,3,18,86,N
12,2019-04-08,08:37:48,3,9,87,N
12,2019-04-03,14:04:48,3,12,154,Y
12,2019-04-06,15:05:31,3,12,227,N
12,2019-04-20,08:47:35,3,9,247,Y
12,2019-04-09,08:27:48,3,10,534,Y
12,2019-04-10,09:53:52,3,18,562,N
12,2019-04-07,10:31:54,3,20,743,N
12,2019-04-01,13:02:48,5,30,5154,Y
12,2019-04-11,06:04:55,5,30,5234,Y
12,2019-04-09,09:52:23,5,25,5245,N
12,2019-04-13,07:31:46,5,26,5255,N
12,2019-04-08,10:37:59,5,25,5264,Y
12,2019-04-28,14:57:43,5,12,5284,N
12,2019-04-19,10:32:06,5,26,5443,Y
12,2019-04-12,07:07:44,5,28,5660,N
12,2019-04-10,06:49:30,5,30,5828,Y
12,2019-04-03,18:23,8,45,8011,N
12,2019-04-10,10:30:15,8,42,8096,Y
12,2019-04-11,08:43:31,8,42,8194,Y
12,2019-04-07,09:53:51,8,44,8218,Y
12,2019-04-12,07:22:16,8,6,8224,N
12,2019-04-13,09:17:06,8,42,8315,N
12,2019-04-23,10:38:36,8,6,8395,Y
12,2019-04-18,11:23:03,8,44,8485,N
13,2019-04-08,08:23:24,3,9,98,N
13,2019-04-09,08:07:04,3,7,268,N
13,2019-04-03,15:12:57,3,17,327,Y
13,2019-04-14,09:01:11,3,16,368,Y
13,2019-04-21,09:01:11,3,16,368,Y
13,2019-04-07,16:50:26,3,16,572,Y
13,2019-04-06,13:00:12,3,17,688,Y
13,2019-04-12,08:37:54,3,20,741,N
13,2019-04-28,10:51:11,5,12,5008,N
13,2019-04-10,07:37:53,5,28,5224,Y
13,2019-04-06,18:26:46,5,12,5274,N
13,2019-04-11,10:48:45,5,30,5283,Y
13,2019-04-26,10:35:33,5,28,5380,N
13,2019-04-20,07:53:28,5,26,5728,Y
13,2019-04-07,07:20:38,5,27,5813,Y
13,2019-04-08,08:45:40,5,28,5841,Y
13,2019-04-18,10:50:14,8,6,8011,N
13,2019-04-13,09:30:33,8,42,8086,Y
13,2019-04-11,06:54:29,8,42,8180,Y
13,2019-04-09,06:49:13,8,42,8232,N
13,2019-04-14,10:04:39,8,15,8269,N
13,2019-04-01,09:21:13,8,15,8489,N
14,2019-04-09,09:11:09,3,7,82,N
14,2019-04-20,07:32:48,3,16,149,Y
14,2019-04-07,07:24:23,3,16,251,N
14,2019-04-12,07:52:46,3,18,436,N
14,2019-04-03,19:45:56,3,12,558,N
14,2019-04-06,17:42:56,3,12,750,N
14,2019-04-08,10:08:52,3,9,798,N
14,2019-04-10,10:48:04,5,28,5045,Y
14,2019-04-23,10:07:13,5,28,5233,N
14,2019-04-09,07:58:31,5,29,5395,Y
14,2019-04-28,08:47:48,5,30,5658,N
14,2019-04-12,07:49:20,5,12,5725,N
14,2019-04-07,07:07:56,5,27,5887,Y
14,2019-04-01,08:52:32,5,26,5924,Y
14,2019-04-10,10:37:44,8,42,8006,N
14,2019-04-11,11:27:56,8,41,8008,Y
14,2019-04-27,10:19:58,8,15,8034,N
14,2019-04-04,12:36:53,8,42,8297,N
14,2019-04-28,08:37:45,8,45,8491,N
14,2019-04-13,10:38:25,8,45,8500,N
15,2019-04-20,07:55:08,3,16,196,Y
15,2019-04-12,07:42:23,3,20,548,N
15,2019-04-14,09:58:07,3,16,627,Y
15,2019-04-21,09:58:07,3,16,627,Y
15,2019-04-07,19:56:37,3,20,687,Y
15,2019-04-08,07:40:01,3,7,710,Y
15,2019-04-05,14:40:55,3,17,727,N
15,2019-04-13,10:32:15,3,20,738,N
15,2019-04-06,19:25:35,3,12,751,N
15,2019-04-24,11:50:15,3,16,756,N
15,2019-04-28,11:40:03,5,12,5097,Y
15,2019-04-08,09:53:07,5,26,5158,N
15,2019-04-20,08:32:16,5,26,5268,Y
15,2019-04-10,10:32:57,5,28,5360,Y
15,2019-04-11,06:01:29,5,30,5383,Y
15,2019-04-14,10:31:27,5,12,5441,N
15,2019-04-07,07:46:50,5,14,5685,N
15,2019-04-17,06:38:59,5,12,5836,N
15,2019-04-03,17:58:41,5,30,5869,Y
15,2019-04-15,09:39:28,8,44,8061,N
15,2019-04-12,11:04:38,8,42,8106,N
15,2019-04-29,15:21:01,8,15,8231,Y
15,2019-04-21,09:31:54,8,15,8303,N
15,2019-04-14,10:36:11,8,15,8323,Y
15,2019-04-06,11:01:16,8,45,8476,Y
16,2019-04-12,08:51:48,3,20,80,Y
16,2019-04-06,15:49:22,3,17,136,Y
16,2019-04-02,13:55:30,3,17,239,Y
16,2019-04-13,10:33:50,3,14,338,Y
16,2019-04-08,07:09:42,3,7,410,Y
16,2019-04-07,12:15:35,3,14,625,Y
16,2019-04-09,07:27:23,3,6,641,Y
16,2019-04-25,12:21:14,3,14,704,N
16,2019-04-20,07:57:23,3,16,792,Y
16,2019-04-14,09:18:01,5,30,5233,N
16,2019-04-11,06:07:24,5,28,5271,N
16,2019-04-10,09:49:54,5,30,5338,Y
16,2019-04-05,13:08:46,5,12,5463,Y
16,2019-04-28,15:09:17,5,12,5480,N
16,2019-04-12,08:48:35,5,26,5883,Y
16,2019-04-10,09:35:35,8,41,8011,N
16,2019-04-17,10:58:39,8,6,8085,Y
16,2019-04-22,10:53:33,8,44,8101,N
16,2019-04-04,17:55:51,8,45,8158,Y
16,2019-04-21,09:49:05,8,42,8410,Y
16,2019-04-13,10:41:54,8,15,8455,Y
17,2019-04-11,10:31:33,3,18,80,N
17,2019-04-14,09:46:30,3,16,161,N
17,2019-04-21,09:46:30,3,16,161,N
17,2019-04-08,09:33:14,3,7,169,Y
17,2019-04-20,10:22:45,3,12,281,N
17,2019-04-09,08:06:07,3,8,282,N
17,2019-04-13,07:58,3,14,296,Y
17,2019-04-07,13:50:41,3,16,400,Y
17,2019-04-05,11:24:27,3,12,698,N
17,2019-04-12,10:05:54,3,19,730,N
17,2019-04-06,14:06:54,3,12,759,Y
17,2019-04-11,07:47:53,5,28,5020,N
17,2019-04-22,08:37:51,5,26,5043,N
17,2019-04-02,14:35:40,5,26,5072,N
17,2019-04-08,07:46:29,5,28,5366,Y
17,2019-04-07,07:39:25,5,14,5482,Y
17,2019-04-10,08:57:04,5,26,5500,N
17,2019-04-28,18:26:29,5,12,5633,Y
17,2019-04-13,07:06:48,5,12,5832,Y
17,2019-04-11,10:27:58,8,41,8049,Y
17,2019-04-12,07:30:14,8,42,8111,Y
17,2019-04-24,08:44:07,8,44,8123,N
17,2019-04-10,09:07:25,8,44,8397,Y
17,2019-04-13,08:52:01,8,15,8397,Y
17,2019-04-02,17:00:52,8,15,8408,Y
17,2019-04-14,08:51:23,8,15,8412,Y
18,2019-04-14,09:05:45,3,20,15,N
18,2019-04-21,09:05:45,3,20,15,N
18,2019-04-07,15:57:17,3,20,26,Y
18,2019-04-09,09:33:58,3,9,40,Y
18,2019-04-06,11:07:24,3,12,154,Y
18,2019-04-12,09:55:04,3,18,364,Y
18,2019-04-11,08:12:55,3,20,676,N
18,2019-04-04,17:04:08,3,17,768,N
18,2019-04-07,09:14:46,5,27,5433,Y
18,2019-04-27,10:08:05,5,26,5571,Y
18,2019-04-28,12:08:20,5,26,5583,N
18,2019-04-11,08:19:59,5,30,5627,Y
18,2019-04-13,08:18:40,5,26,5700,Y
18,2019-04-02,08:06:15,5,12,5761,N
18,2019-04-09,09:38:23,5,28,5887,N
18,2019-04-08,07:59:01,5,26,5911,Y
18,2019-04-10,09:56:18,5,26,5917,N
18,2019-04-11,08:09:25,8,42,8018,Y
18,2019-04-13,08:29:29,8,42,8265,N
18,2019-04-26,10:35:43,8,44,8322,N
18,2019-04-06,08:01:50,8,45,8500,Y
19,2019-04-07,09:20:10,3,14,44,Y
19,2019-04-12,08:49:12,3,18,48,N
19,2019-04-13,08:57:29,3,14,193,Y
19,2019-04-06,18:45:46,3,12,231,N
19,2019-04-14,09:08:17,3,16,396,N
19,2019-04-21,09:08:17,3,16,396,N
19,2019-04-08,08:21:01,3,6,413,Y
19,2019-04-24,07:02:35,3,16,508,Y
19,2019-04-11,08:26:05,3,18,754,N
19,2019-04-01,14:34:59,3,17,788,Y
19,2019-04-28,07:19:41,5,26,5085,N
19,2019-04-07,10:37:20,5,14,5286,N
19,2019-04-18,08:17:01,5,28,5304,N
19,2019-04-21,07:12,5,30,5304,N
19,2019-04-11,10:51:41,5,30,5485,Y
19,2019-04-08,08:22:50,5,25,5572,N
19,2019-04-14,10:08:38,5,12,5816,N
19,2019-04-05,08:34:56,5,26,5890,N
19,2019-04-13,08:18:55,8,45,8080,N
19,2019-04-10,06:43:44,8,44,8285,N
19,2019-04-02,19:46:07,8,42,8445,Y
20,2019-04-11,10:15:04,3,20,335,Y
20,2019-04-14,09:37:41,3,16,393,N
20,2019-04-21,09:37:41,3,16,393,N
20,2019-04-07,14:08:19,3,20,445,N
20,2019-04-06,12:36:56,3,12,448,N
20,2019-04-08,08:45:13,3,9,516,Y
20,2019-04-09,07:01:47,3,8,556,N
20,2019-04-02,17:54:37,3,17,668,N
20,2019-04-24,12:34:54,3,16,788,Y
20,2019-04-11,06:07:12,5,30,5132,Y
20,2019-04-12,10:34:35,5,12,5176,N
20,2019-04-09,09:53:07,5,29,5196,N
20,2019-04-08,09:39:46,5,25,5336,N
20,2019-04-07,09:28:39,5,29,5619,N
20,2019-04-06,10:36:55,5,12,5638,N
20,2019-04-20,09:12:23,5,26,5857,N
20,2019-04-29,11:41:34,5,26,5930,N
20,2019-04-08,06:45:35,8,43,8022,N
20,2019-04-09,10:47:34,8,42,8043,Y
20,2019-04-12,06:32:23,8,6,8094,N
20,2019-04-13,10:40:43,8,15,8130,N
20,2019-04-20,09:20:50,8,45,8154,Y
20,2019-04-06,11:29:17,8,15,8183,N
20,2019-04-10,10:59:09,8,44,8310,Y
20,2019-04-28,18:33:39,8,15,8373,N
21,2019-04-12,08:17:03,3,18,233,N
21,2019-04-14,08:55:11,3,16,334,Y
21,2019-04-21,08:55:11,3,16,334,Y
21,2019-04-08,07:33:45,3,7,335,N
21,2019-04-02,18:08:45,3,17,352,Y
21,2019-04-06,13:02:12,3,12,610,Y
21,2019-04-07,08:32:18,3,14,734,N
21,2019-04-25,06:58:29,5,28,5242,N
21,2019-04-12,10:24:49,5,26,5320,N
21,2019-04-09,10:08:04,5,28,5412,Y
21,2019-04-29,17:04:18,5,12,5474,Y
21,2019-04-08,07:53:30,5,28,5499,Y
21,2019-04-13,09:00:02,5,12,5502,Y
21,2019-04-10,07:37:03,5,26,5523,N
21,2019-04-11,09:40:56,5,30,5578,N
21,2019-04-04,09:50:48,5,30,5799,N
21,2019-04-11,10:30:39,8,41,8003,N
21,2019-04-10,08:20:27,8,42,8061,N
21,2019-04-29,10:35:52,8,42,8249,N
21,2019-04-01,08:12:03,8,15,8291,Y
21,2019-04-20,10:40:06,8,45,8308,Y
21,2019-04-07,08:36:13,8,42,8341,N
21,2019-04-09,08:42:01,8,41,8357,N
22,2019-04-06,12:53:37,3,17,115,Y
22,2019-04-09,09:06:53,3,6,197,N
22,2019-04-03,12:57:48,3,12,319,Y
22,2019-04-23,16:59:16,3,20,390,N
22,2019-04-14,09:33:02,3,20,478,N
22,2019-04-21,09:33:02,3,20,478,N
22,2019-04-07,13:38:54,3,20,532,Y
22,2019-04-12,10:16:23,3,19,601,Y
22,2019-04-29,10:40:21,5,26,5033,Y
22,2019-04-09,10:23:01,5,29,5083,N
22,2019-04-07,08:38:12,5,27,5128,Y
22,2019-04-06,17:23:47,5,26,5209,N
22,2019-04-08,09:05:15,5,28,5254,Y
22,2019-04-16,10:31:26,5,26,5347,Y
22,2019-04-11,10:36:56,5,26,5476,N
22,2019-04-13,08:32:37,5,26,5748,Y
22,2019-04-13,09:27:18,8,42,8002,Y
22,2019-04-12,10:13:48,8,6,8183,Y
22,2019-04-14,08:39:44,8,45,8261,Y
22,2019-04-04,15:08:18,8,45,8406,Y
23,2019-04-06,18:28:43,3,17,15,N
23,2019-04-10,10:42:58,3,18,323,Y
23,2019-04-09,07:57:54,3,6,335,Y
23,2019-04-05,19:46:28,3,17,399,Y
23,2019-04-28,18:45:41,3,14,407,Y
23,2019-04-14,09:26:34,3,18,432,Y
23,2019-04-21,09:26:34,3,18,432,Y
23,2019-04-07,09:24:16,3,14,486,N
23,2019-04-08,08:09:07,3,6,584,Y
23,2019-04-11,08:05:16,3,18,731,N
23,2019-04-05,09:47:26,5,12,5057,N
23,2019-04-13,08:36:31,5,26,5064,Y
23,2019-04-25,10:44:35,5,12,5086,N
23,2019-04-14,08:30:41,5,12,5228,N
23,2019-04-08,09:38:08,5,25,5362,Y
23,2019-04-27,08:46:42,5,26,5411,Y
23,2019-04-07,08:48:41,5,14,5472,Y
23,2019-04-12,07:34:44,5,26,5610,N
23,2019-04-11,10:25:22,5,28,5633,Y
23,2019-04-29,17:55:21,5,12,5753,Y
23,2019-04-08,09:05:41,8,43,8002,Y
23,2019-04-04,09:12:52,8,42,8019,Y
23,2019-04-09,08:53:45,8,41,8103,N
23,2019-04-20,10:20:20,8,15,8144,Y
23,2019-04-10,08:02:23,8,42,8151,N
23,2019-04-17,08:08:48,8,44,8255,Y
23,2019-04-11,06:39:53,8,42,8298,N
23,2019-04-12,08:54:29,8,42,8493,Y
24,2019-04-16,09:08:39,3,20,151,N
24,2019-04-04,17:43:56,3,17,272,Y
24,2019-04-08,08:42:27,3,9,350,N
24,2019-04-12,09:01:14,3,18,453,Y
24,2019-04-11,10:22:09,3,20,520,Y
24,2019-04-07,16:44:24,3,20,653,N
24,2019-04-06,15:18:36,3,12,746,N
24,2019-04-10,06:00,5,26,5195,N
24,2019-04-28,15:33:23,5,12,5546,Y
24,2019-04-11,08:53:34,5,26,5661,N
24,2019-04-13,09:12:48,5,26,5818,Y
24,2019-04-04,16:06:05,5,26,5857,N
24,2019-04-08,07:37:12,5,26,5892,N
24,2019-04-01,13:04:22,8,45,8176,Y
24,2019-04-14,09:52:14,8,42,8326,Y
24,2019-04-12,06:36:13,8,42,8344,N
24,2019-04-11,09:18:05,8,41,8365,N
24,2019-04-07,08:31:36,8,44,8368,N
25,2019-04-13,07:54:02,3,14,44,N
25,2019-04-06,19:14:27,3,12,87,Y
25,2019-04-07,19:45:52,3,20,220,Y
25,2019-04-04,13:45:41,3,17,224,Y
25,2019-04-10,10:35:05,3,20,318,Y
25,2019-04-20,10:27:33,3,9,695,N
25,2019-04-11,07:09,3,20,728,N
25,2019-04-08,09:08,3,6,760,Y
25,2019-04-14,10:33:40,3,18,768,N
25,2019-04-21,10:33:40,3,18,768,N
25,2019-04-28,07:15:59,5,30,5047,N
25,2019-04-06,13:59:10,5,30,5068,Y
25,2019-04-07,10:46:26,5,14,5688,Y
25,2019-04-28,11:30:34,8,15,8027,Y
25,2019-04-09,10:55:26,8,42,8101,N
25,2019-04-02,14:33:51,8,45,8193,Y
25,2019-04-22,10:47:08,8,6,8427,Y
25,2019-04-11,08:54:15,8,42,8476,N
25,2019-04-10,07:44:36,8,44,8495,N
26,2019-04-06,19:27:38,3,12,91,N
26,2019-04-14,08:52:46,3,16,130,Y
26,2019-04-21,08:52:46,3,16,130,Y
26,2019-04-07,15:18:44,3,14,206,Y
26,2019-04-03,18:21:56,3,17,272,N
26,2019-04-09,10:36:14,3,10,350,Y
26,2019-04-11,07:10:09,3,18,557,Y
26,2019-04-12,09:26:19,3,18,735,Y
26,2019-04-08,09:10:30,3,9,791,Y
26,2019-04-11,06:44:54,5,30,5032,Y
26,2019-04-29,15:53:39,5,12,5040,Y
26,2019-04-10,10:14:08,5,26,5279,N
26,2019-04-12,09:39:10,5,26,5299,Y
26,2019-04-07,07:12:59,5,14,5344,N
26,2019-04-04,09:24:33,5,26,5752,N
26,2019-04-04,17:14:51,8,15,8039,Y
26,2019-04-12,07:39:05,8,42,8248,N
26,2019-04-11,11:05:23,8,41,8467,Y
27,2019-04-10,10:50:14,3,19,67,N
27,2019-04-13,07:34:37,3,14,134,Y
27,2019-04-03,15:32,3,12,502,N
27,2019-04-07,16:11:06,3,20,527,N
27,2019-04-06,18:07:19,3,12,570,N
27,2019-04-11,09:00:23,3,18,592,Y
27,2019-04-12,07:35:59,3,18,620,N
27,2019-04-08,08:01:49,3,7,697,Y
27,2019-04-14,08:05:37,3,16,706,Y
27,2019-04-21,08:05:37,3,16,706,Y
27,2019-04-19,07:19:23,5,28,5124,N
